EMA_Span,Derivadas,Rolling,Roll_Window,Squared,MW_Window,N_Features,Components_C,RMSE,R2,Jarque_Bera_Stat,Jarque_Bera_p,Lag_Top_Temp,Lag_Top_Pressure,Lag_Reflux_Flow,Lag_Flow_To_Next_Process,Lag_Temp_Sixth_Tray,Lag_Bottom_Temp_1,Lag_Bottom_Temp_2
15,False,True,18.0,True,400,29,18,0.026222242821188707,0.9842361376657306,18.2444,0.000109,11,1,3,18,10,11,11
21,True,True,4.0,False,400,29,14,0.025780675543912064,0.9842241337213137,10.7084,0.004728,10,0,2,16,9,10,10
12,False,True,12.0,False,400,22,14,0.026101434100707522,0.9842130066737463,2.4412,0.295053,12,2,4,19,11,12,12
15,True,True,8.0,True,400,36,12,0.02596055779143575,0.984211672311086,0.5983,0.741455,11,1,3,18,10,11,11
12,False,True,8.0,True,400,29,18,0.02599805215118811,0.9842007748700423,108.9836,0.0,12,2,4,19,11,12,12
12,False,True,16.0,True,200,29,18,0.026230103802347308,0.9841928232243338,9779.7451,0.0,12,2,4,19,11,12,12
12,False,True,16.0,True,200,29,14,0.02624830548613728,0.9841708776718252,136.1212,0.0,12,2,4,19,11,12,12
12,True,True,4.0,True,400,36,20,0.025910719771294013,0.9841683303414414,8.669,0.013109,12,2,4,19,11,12,12
12,True,True,4.0,False,400,29,16,0.025912474960009334,0.9841661853983955,1.4965,0.473194,12,2,4,19,11,12,12
9,False,True,8.0,False,300,22,18,0.026085779490253203,0.9841635287932367,0.3104,0.856241,13,3,5,21,11,13,13
18,False,False,,True,200,15,12,0.025779647773750285,0.9841588282554892,3.0715,0.215292,10,0,2,17,9,11,11
9,True,True,12.0,True,300,36,20,0.026219250175210894,0.9841382316412901,8660.2267,0.0,13,3,5,21,11,13,13
9,True,True,4.0,True,400,36,14,0.02599257045603889,0.9841378696039457,15.2597,0.000486,13,3,5,21,11,13,13
18,True,False,,False,400,15,12,0.025832108745293937,0.9841273564852707,48.8308,0.0,10,0,2,17,9,11,11
9,False,True,12.0,False,300,22,18,0.026232650650622615,0.9841220138201698,2.5816,0.275057,13,3,5,21,11,13,13
18,True,False,,False,400,15,10,0.025850651434706266,0.984104561045996,62.1957,0.0,10,0,2,17,9,11,11
18,False,True,12.0,True,300,29,10,0.02613589819828395,0.9841026169888023,56.6523,0.0,10,0,2,17,9,11,11
12,False,True,4.0,False,400,22,18,0.025966159529767403,0.9841005095369588,0.9714,0.615264,12,2,4,19,11,12,12
21,True,True,18.0,False,300,29,18,0.026288508065070392,0.984088419905521,256887.4157,0.0,10,0,2,16,9,10,10
12,False,True,4.0,False,300,22,18,0.025976909619971584,0.9840873419110379,91.2417,0.0,12,2,4,19,11,12,12
9,False,True,12.0,True,300,29,16,0.026265988673440686,0.9840816307851861,4.3737,0.112272,13,3,5,21,11,13,13
9,False,True,12.0,False,300,22,16,0.026267023024977455,0.9840803770334949,2.2539,0.324019,13,3,5,21,11,13,13
9,True,True,4.0,True,400,36,16,0.026044733832121105,0.9840741396597394,27.653,1e-06,13,3,5,21,11,13,13
15,False,True,18.0,False,400,22,18,0.02635796887201117,0.9840725281695901,2.9926,0.223961,11,1,3,18,10,11,11
21,True,True,8.0,False,400,29,12,0.026030587480144855,0.984056474579928,9.3447,0.00935,10,0,2,16,9,10,10
18,True,True,12.0,True,400,36,12,0.026175072171522956,0.9840549254674513,0.9326,0.627311,10,0,2,17,9,11,11
18,True,True,4.0,False,400,29,18,0.025946740031245294,0.9840548405357383,7.0296,0.029754,10,0,2,17,9,11,11
15,False,True,16.0,True,400,29,12,0.02631816217299195,0.9840525023222157,9.7601,0.007596,11,1,3,18,10,11,11
9,True,True,8.0,True,400,36,16,0.026190623733756545,0.9840359727416268,16.1857,0.000306,13,3,5,21,11,13,13
12,True,True,18.0,True,400,36,12,0.026433272516313954,0.9840158706436949,6.1164,0.046973,12,2,4,19,11,12,12
9,True,True,16.0,True,400,36,12,0.026435172992107667,0.9840135721357873,5.555,0.062193,13,3,5,21,11,13,13
18,True,True,4.0,True,400,36,20,0.025988311805986763,0.9840037050482354,38.3478,0.0,10,0,2,17,9,11,11
15,False,True,18.0,True,400,29,14,0.026417000966519655,0.9840011049948525,10.9393,0.004213,11,1,3,18,10,11,11
21,False,True,12.0,False,300,22,10,0.02619857249891678,0.9839913095695348,45.478,0.0,10,0,2,16,9,10,10
21,False,True,8.0,True,200,29,14,0.02609152755995887,0.9839817365805646,19376.5137,0.0,10,0,2,16,9,10,10
12,True,False,,True,400,22,12,0.026019594317715465,0.9839651719214846,27.9401,1e-06,12,2,4,19,11,12,12
18,True,True,12.0,True,300,36,14,0.02624988897499137,0.9839636428584565,40439.9818,0.0,10,0,2,17,9,11,11
21,True,True,18.0,True,400,36,10,0.026395594203013652,0.9839585243563754,17.038,0.0002,10,0,2,16,9,10,10
12,False,True,8.0,True,300,29,16,0.026211922918661732,0.9839397637080303,9.3664,0.009249,12,2,4,19,11,12,12
12,True,True,8.0,False,400,29,14,0.026213665590737942,0.9839376281412672,6.4996,0.038781,12,2,4,19,11,12,12
15,False,True,8.0,False,400,22,14,0.0261984989461983,0.9839209305702924,4.7239,0.094235,11,1,3,18,10,11,11
9,True,True,4.0,True,400,36,12,0.02617396074765244,0.9839157079733082,3.1687,0.205084,13,3,5,21,11,13,13
15,False,True,12.0,False,200,22,20,0.02633504579813771,0.9838943443477991,60676.1073,0.0,11,1,3,18,10,11,11
15,False,True,18.0,False,400,22,20,0.026516489879745968,0.9838803713847944,2.3076,0.31544,11,1,3,18,10,11,11
9,False,True,8.0,False,400,22,20,0.026325722971999047,0.983870853309985,0.9252,0.629653,13,3,5,21,11,13,13
9,False,True,8.0,False,300,22,16,0.02633647241976766,0.9838576787568951,0.3403,0.843548,13,3,5,21,11,13,13
15,False,True,18.0,False,200,22,20,0.026555134886732754,0.9838333518056197,135219.3629,0.0,11,1,3,18,10,11,11
18,False,True,16.0,True,300,29,8,0.026479718317585183,0.9838215172516278,94.2977,0.0,10,0,2,17,9,11,11
15,False,True,18.0,True,400,29,16,0.026567905468120934,0.9838177987202394,8.0772,0.017622,11,1,3,18,10,11,11
18,True,True,4.0,True,400,36,18,0.026140669309644243,0.9838155974446929,32.0529,0.0,10,0,2,17,9,11,11
9,False,True,8.0,True,300,29,18,0.026383606444653374,0.9837998476698175,8.4092,0.014927,13,3,5,21,11,13,13
12,False,True,4.0,True,400,29,18,0.026212581606760682,0.9837973013137553,0.5353,0.765162,12,2,4,19,11,12,12
18,False,False,,True,200,15,10,0.02607550226969048,0.9837931463995282,6.3623,0.041539,10,0,2,17,9,11,11
9,False,True,4.0,False,400,22,20,0.026277391786018095,0.9837883369516752,0.2545,0.880515,13,3,5,21,11,13,13
18,True,False,,True,400,22,20,0.026125120016367964,0.983765230368566,24.1948,6e-06,10,0,2,17,9,11,11
9,True,True,4.0,False,400,29,16,0.02630138527682292,0.9837587181847308,0.2126,0.899163,13,3,5,21,11,13,13
9,False,True,4.0,False,300,22,20,0.02630953107509375,0.9837486564567295,4.0348,0.133,13,3,5,21,11,13,13
9,True,True,16.0,False,400,29,12,0.02665755640700978,0.9837434721471532,3.0573,0.216831,13,3,5,21,11,13,13
21,True,True,12.0,False,400,29,10,0.026423918057058467,0.9837147294558283,0.1856,0.91136,10,0,2,16,9,10,10
15,False,True,4.0,True,200,29,20,0.026253337756330947,0.9837113341234653,64683.3388,0.0,11,1,3,18,10,11,11
12,True,True,4.0,True,400,36,18,0.026292268439765672,0.9836986384415745,5.6827,0.058347,12,2,4,19,11,12,12
9,False,True,12.0,True,200,29,16,0.026580375851254542,0.9836982847202098,3502.2084,0.0,13,3,5,21,11,13,13
15,False,True,8.0,False,300,22,12,0.026395481702761747,0.9836782291345476,19.1425,7e-05,11,1,3,18,10,11,11
12,True,True,18.0,False,300,29,12,0.0267121170610952,0.9836768588036601,2865.9168,0.0,12,2,4,19,11,12,12
15,False,True,12.0,True,400,29,12,0.026521414495484542,0.9836655837098752,5.5785,0.061467,11,1,3,18,10,11,11
9,False,True,18.0,True,200,29,16,0.026784772300126228,0.9836587420350916,7758.4241,0.0,13,3,5,21,11,13,13
18,True,False,,False,400,15,14,0.02621328362100819,0.9836554715679867,40.266,0.0,10,0,2,17,9,11,11
21,True,True,16.0,True,400,36,10,0.026587536421797717,0.9836546169589919,14.1853,0.000831,10,0,2,16,9,10,10
15,False,True,16.0,True,300,29,10,0.026646555029462934,0.9836520398821471,4.2655,0.11851,11,1,3,18,10,11,11
18,False,True,8.0,False,300,22,12,0.026388390924706507,0.9836510873136215,143.294,0.0,10,0,2,17,9,11,11
18,True,True,4.0,False,400,29,16,0.026288736358063246,0.9836317334803977,10.9658,0.004157,10,0,2,17,9,11,11
9,False,True,4.0,False,400,22,18,0.026407664379489475,0.9836271968762618,0.3028,0.85949,13,3,5,21,11,13,13
15,False,True,18.0,True,200,29,10,0.026726957213975402,0.983623465632022,96.4613,0.0,11,1,3,18,10,11,11
12,False,True,8.0,True,400,29,16,0.026470906831724143,0.9836208332115001,32.8106,0.0,12,2,4,19,11,12,12
12,False,True,4.0,False,300,22,20,0.0263577461289472,0.9836173442335783,1497.8387,0.0,12,2,4,19,11,12,12
12,False,True,12.0,True,200,29,18,0.026607249662641656,0.9835952107419981,540.951,0.0,12,2,4,19,11,12,12
15,True,True,8.0,True,300,36,18,0.02646649493515507,0.9835902882615835,51115.3527,0.0,11,1,3,18,10,11,11
15,False,True,18.0,True,200,29,20,0.02675708957177268,0.9835865185333983,337549.7965,0.0,11,1,3,18,10,11,11
9,False,True,12.0,True,300,29,20,0.026672901347002814,0.9835845956202363,54.3432,0.0,13,3,5,21,11,13,13
18,True,True,16.0,False,400,29,10,0.02667609719467405,0.9835806617193812,3.0737,0.215058,10,0,2,17,9,11,11
15,True,True,8.0,False,400,29,12,0.0264796308982596,0.9835739951436882,1.0062,0.604644,11,1,3,18,10,11,11
15,True,False,,True,300,22,16,0.026308096195254656,0.9835720462177788,814.2103,0.0,11,1,3,18,10,11,11
9,True,True,12.0,True,300,36,18,0.02668579688630596,0.9835687190823703,7888.0902,0.0,13,3,5,21,11,13,13
9,False,True,12.0,True,200,29,14,0.02669018121742486,0.9835633194988793,4418.7488,0.0,13,3,5,21,11,13,13
12,True,True,4.0,False,400,29,18,0.026407268156455985,0.9835557255746985,1.1813,0.553954,12,2,4,19,11,12,12
12,False,True,8.0,False,300,22,14,0.02652800973731833,0.9835500908806197,2.0574,0.357475,12,2,4,19,11,12,12
21,False,True,18.0,False,400,22,12,0.02675694984655055,0.9835163023730921,3.9695,0.137417,10,0,2,16,9,10,10
9,False,True,8.0,False,400,22,18,0.02661411791951085,0.983515532161436,0.9362,0.626192,13,3,5,21,11,13,13
9,False,True,12.0,False,400,22,16,0.026732200923195042,0.9835115245599899,1.8635,0.393859,13,3,5,21,11,13,13
15,True,True,4.0,True,400,36,12,0.026416876337467532,0.9835077697503117,1.1555,0.561172,11,1,3,18,10,11,11
21,True,True,12.0,False,200,29,16,0.0266263142770069,0.9834642972162246,90879.1636,0.0,10,0,2,16,9,10,10
21,True,False,,True,300,22,18,0.026339281218575167,0.9834635918789361,863.5585,0.0,10,0,2,16,9,10,10
9,True,True,8.0,True,400,36,20,0.02665693954802261,0.9834624430721344,254.3072,0.0,13,3,5,21,11,13,13
15,False,True,18.0,False,400,22,14,0.0268602390158189,0.9834597256063583,11.9111,0.002591,11,1,3,18,10,11,11
15,False,True,16.0,False,200,22,10,0.026803511620004425,0.9834588834221285,157.28,0.0,11,1,3,18,10,11,11
21,False,True,8.0,False,400,22,12,0.026517672253913774,0.9834542211102837,0.0855,0.958144,10,0,2,16,9,10,10
12,True,True,12.0,True,400,36,12,0.026725273401274695,0.9834493520939928,2.6143,0.270594,12,2,4,19,11,12,12
9,True,True,18.0,True,400,36,12,0.026963046130480273,0.983440490148996,9.2005,0.010049,13,3,5,21,11,13,13
15,True,True,12.0,True,200,36,20,0.026711267936672764,0.9834308869586402,213163.3412,0.0,11,1,3,18,10,11,11
15,False,True,18.0,True,300,29,10,0.02688429398729623,0.9834300867048215,6.7539,0.034152,11,1,3,18,10,11,11
9,False,True,8.0,False,300,22,20,0.026685858725621153,0.9834265415790409,93.5199,0.0,13,3,5,21,11,13,13
12,False,True,8.0,True,300,29,20,0.02663951402162412,0.9834115135616968,367.5321,0.0,12,2,4,19,11,12,12
9,False,True,4.0,True,300,29,20,0.026581789817531207,0.9834105688094007,13.0762,0.001447,13,3,5,21,11,13,13
15,False,True,18.0,False,200,22,10,0.02690182329928922,0.9834084715659793,103.6374,0.0,11,1,3,18,10,11,11
12,False,True,16.0,False,300,22,16,0.02688764984460396,0.9833903691986173,1.91,0.384816,12,2,4,19,11,12,12
12,False,True,12.0,True,300,29,20,0.026777489426036204,0.9833846153725604,29.5761,0.0,12,2,4,19,11,12,12
18,True,True,18.0,False,400,29,10,0.026895483889984455,0.9833806889507476,4.7288,0.094003,10,0,2,17,9,11,11
9,False,True,16.0,True,200,29,16,0.026962558405188197,0.9833693464467238,5692.5511,0.0,13,3,5,21,11,13,13
12,False,True,18.0,False,200,22,14,0.02696333271373571,0.9833683912375106,20.6276,3.3e-05,12,2,4,19,11,12,12
18,True,False,,True,400,22,16,0.026447342974919325,0.9833622866900631,23.7922,7e-06,10,0,2,17,9,11,11
9,True,True,18.0,False,400,29,12,0.02703114442701032,0.9833567385993423,4.2948,0.116787,13,3,5,21,11,13,13
18,True,True,8.0,True,400,36,12,0.0266323370703173,0.9833474167447332,1.817,0.403136,10,0,2,17,9,11,11
12,False,True,12.0,False,200,22,18,0.026821047289206326,0.9833305162544286,180.7319,0.0,12,2,4,19,11,12,12
9,True,True,12.0,False,400,29,14,0.026885656646626895,0.9833216776136481,3.6377,0.162215,13,3,5,21,11,13,13
9,False,True,12.0,True,300,29,14,0.02689732804429307,0.9833071939365297,1.6512,0.43797,13,3,5,21,11,13,13
12,False,True,12.0,False,300,22,14,0.026862702669006977,0.9832786977791949,2.4704,0.290782,12,2,4,19,11,12,12
9,False,True,8.0,True,300,29,16,0.02680562047745392,0.983277449858805,1.4891,0.474938,13,3,5,21,11,13,13
9,False,True,8.0,True,300,29,14,0.02681770149478199,0.9832623730995423,0.4249,0.808611,13,3,5,21,11,13,13
21,True,False,,True,300,22,20,0.02650691463960024,0.9832524338098702,202.8988,0.0,10,0,2,16,9,10,10
21,False,True,8.0,True,400,29,14,0.02667956373663267,0.9832515790988493,36.2973,0.0,10,0,2,16,9,10,10
18,False,True,8.0,True,400,29,14,0.026713469638925975,0.9832458015698964,41.3491,0.0,10,0,2,17,9,11,11
15,True,True,18.0,False,400,29,10,0.027035167547632247,0.9832435854966212,3.6229,0.163421,11,1,3,18,10,11,11
21,False,True,12.0,True,300,29,10,0.026805199123220578,0.9832413656448077,288.7808,0.0,10,0,2,16,9,10,10
15,False,True,18.0,True,400,29,20,0.027037265429522207,0.9832409848585915,48.7244,0.0,11,1,3,18,10,11,11
12,False,True,4.0,True,300,29,18,0.026670677154022757,0.9832260304897213,9.9315,0.006973,12,2,4,19,11,12,12
12,True,True,16.0,True,300,36,12,0.02702931348490298,0.9832148849609401,517.5033,0.0,12,2,4,19,11,12,12
15,False,True,18.0,True,400,29,12,0.02706895253719819,0.9832016794114229,25.5816,3e-06,11,1,3,18,10,11,11
15,False,True,16.0,True,200,29,10,0.0270153576047399,0.9831963792346236,298.1616,0.0,11,1,3,18,10,11,11
15,False,True,8.0,True,300,29,12,0.02678255947296898,0.9831960164179061,6.436,0.040036,11,1,3,18,10,11,11
9,True,True,8.0,True,400,36,14,0.02687444637532472,0.9831914662415161,2.0333,0.361814,13,3,5,21,11,13,13
18,True,False,,True,400,22,14,0.02658535146114592,0.9831881946048475,45.3683,0.0,10,0,2,17,9,11,11
9,True,True,4.0,True,400,36,20,0.026770059890377184,0.9831747416457551,24.8535,4e-06,13,3,5,21,11,13,13
12,False,True,18.0,True,300,29,18,0.0271220456470385,0.9831720193523881,9.4624,0.008816,12,2,4,19,11,12,12
21,True,True,12.0,False,300,29,18,0.026885260995017497,0.9831411066340322,370671.0996,0.0,10,0,2,16,9,10,10
18,True,True,4.0,False,400,29,20,0.026684091576947733,0.9831357080985081,7.3875,0.024878,10,0,2,17,9,11,11
12,True,True,4.0,False,400,29,20,0.026750209949211057,0.983125840321392,0.4554,0.796372,12,2,4,19,11,12,12
21,False,True,8.0,False,200,22,14,0.02678846653783175,0.9831145699226079,29926.4921,0.0,10,0,2,16,9,10,10
9,True,True,4.0,False,400,29,18,0.0268286013338518,0.9831010733836039,0.3759,0.828636,13,3,5,21,11,13,13
9,False,True,8.0,False,300,22,14,0.026947114859336034,0.9831004428172214,0.3889,0.823308,13,3,5,21,11,13,13
12,False,True,16.0,False,300,22,18,0.027132025350433818,0.9830870751182809,2.0275,0.362861,12,2,4,19,11,12,12
12,True,True,4.0,False,400,29,14,0.026793197066644826,0.9830715637893802,2.7986,0.246767,12,2,4,19,11,12,12
9,True,True,4.0,True,400,36,18,0.026863377177853615,0.9830572354431175,48.8192,0.0,13,3,5,21,11,13,13
9,True,True,8.0,False,400,29,20,0.026982400829815605,0.983056155500854,5.5307,0.062954,13,3,5,21,11,13,13
21,False,True,4.0,True,400,29,16,0.02671951514237835,0.9830542117158882,17.3805,0.000168,10,0,2,16,9,10,10
12,True,False,,False,400,15,12,0.02675627990809536,0.9830443389166421,5.4612,0.065179,12,2,4,19,11,12,12
12,False,True,12.0,False,400,22,12,0.027060463667551958,0.9830315898289512,1.1745,0.555843,12,2,4,19,11,12,12
15,True,True,16.0,False,400,29,10,0.027154692316787563,0.9830225991556051,4.2124,0.121701,11,1,3,18,10,11,11
15,True,True,12.0,True,300,36,18,0.02706606775375084,0.9829877959648027,199194.6276,0.0,11,1,3,18,10,11,11
9,False,True,8.0,False,400,22,16,0.027043921910144656,0.9829788019704156,1.085,0.581302,13,3,5,21,11,13,13
15,False,True,18.0,True,300,29,8,0.027248228012690015,0.9829784347582747,7.3658,0.02515,11,1,3,18,10,11,11
18,True,False,,True,400,22,18,0.026754233489227713,0.9829739239930187,29.7539,0.0,10,0,2,17,9,11,11
21,False,True,16.0,False,200,22,20,0.027148464707500767,0.9829576509603086,476804.1662,0.0,10,0,2,16,9,10,10
15,False,True,18.0,False,400,22,12,0.027273285332238998,0.9829471144896972,9.7298,0.007713,11,1,3,18,10,11,11
9,True,True,8.0,False,400,29,18,0.027071038316908394,0.9829446512191808,5.5298,0.062983,13,3,5,21,11,13,13
12,True,False,,False,400,15,14,0.026844976229055018,0.9829317375039007,6.8162,0.033104,12,2,4,19,11,12,12
9,True,True,8.0,True,400,36,18,0.027096518082392967,0.98291253048609,111.8856,0.0,13,3,5,21,11,13,13
12,False,True,12.0,False,300,22,12,0.02715777725537092,0.9829093283643697,5.3515,0.068856,12,2,4,19,11,12,12
9,True,True,12.0,True,300,36,16,0.027220291302351648,0.9829039174790104,9460.7016,0.0,13,3,5,21,11,13,13
12,False,True,12.0,True,300,29,14,0.027165793559799773,0.9828992373878117,2.6238,0.269303,12,2,4,19,11,12,12
12,False,True,18.0,True,300,29,20,0.027358516525078033,0.9828773015548153,6.6946,0.035179,12,2,4,19,11,12,12
12,False,True,12.0,True,200,29,14,0.027195491232018205,0.9828618278099,210.4186,0.0,12,2,4,19,11,12,12
18,False,True,18.0,False,300,22,8,0.02731754053094922,0.9828550002212483,51.0475,0.0,10,0,2,17,9,11,11
21,False,True,18.0,True,300,29,8,0.02729618977473692,0.9828452067646091,505.7317,0.0,10,0,2,16,9,10,10
9,False,True,12.0,False,300,22,14,0.027275247497244946,0.9828348157881748,2.7344,0.254816,13,3,5,21,11,13,13
18,True,True,8.0,False,400,29,12,0.027042498129494635,0.9828305385614124,1.7108,0.425107,10,0,2,17,9,11,11
9,True,True,8.0,False,400,29,16,0.027165167427179983,0.9828258382002077,1.8254,0.401446,13,3,5,21,11,13,13
18,False,True,4.0,True,300,29,16,0.026930080285788333,0.9828233462091988,16.2969,0.000289,10,0,2,17,9,11,11
9,True,True,4.0,False,400,29,20,0.02705292151136103,0.9828173002620162,0.1826,0.912732,13,3,5,21,11,13,13
21,True,True,4.0,True,400,36,12,0.02690909116320822,0.9828128965904688,3.72,0.155676,10,0,2,16,9,10,10
12,True,True,4.0,True,400,36,12,0.026998973952439796,0.9828105379941878,0.4391,0.802892,12,2,4,19,11,12,12
9,True,True,4.0,False,400,29,14,0.02706530866785192,0.9828015612210527,0.2142,0.898414,13,3,5,21,11,13,13
12,True,False,,True,400,22,16,0.026960632885636573,0.9827843497326567,23.2687,9e-06,12,2,4,19,11,12,12
12,False,True,16.0,False,200,22,14,0.02737575008431519,0.9827818555635108,20.4139,3.7e-05,12,2,4,19,11,12,12
12,False,True,8.0,False,200,22,20,0.027153258257386872,0.9827655246621804,2389.9384,0.0,12,2,4,19,11,12,12
12,False,True,16.0,True,300,29,16,0.027390470894289944,0.9827633330989439,0.9927,0.608738,12,2,4,19,11,12,12
12,False,True,16.0,False,400,22,16,0.027391667431572533,0.9827618271178942,1.9929,0.369194,12,2,4,19,11,12,12
18,True,True,4.0,False,400,29,14,0.026980268008496414,0.982759264676103,10.6339,0.004908,10,0,2,17,9,11,11
6,True,True,18.0,True,400,36,18,0.02754250147742056,0.9827584246184181,14.6668,0.000653,14,4,6,22,12,14,14
18,False,True,12.0,True,200,29,10,0.027220112783544952,0.982756293643534,3123.6762,0.0,10,0,2,17,9,11,11
12,True,True,8.0,True,400,36,12,0.02716792245387876,0.9827469045780558,1.3889,0.499346,12,2,4,19,11,12,12
18,False,True,16.0,False,300,22,8,0.02736318515801278,0.9827239534050978,29.2066,0.0,10,0,2,17,9,11,11
15,False,True,16.0,False,300,22,10,0.027395134767353894,0.982720613750564,7.0707,0.029148,11,1,3,18,10,11,11
12,False,True,18.0,False,200,22,18,0.02749364242969389,0.9827077430965385,9750.8455,0.0,12,2,4,19,11,12,12
12,False,True,18.0,False,300,22,18,0.027495790949411736,0.9827050403475892,2.6198,0.26984,12,2,4,19,11,12,12
9,False,True,18.0,True,300,29,16,0.027556968407084912,0.9827029339011552,3.112,0.210977,13,3,5,21,11,13,13
18,False,True,12.0,False,200,22,10,0.027278365252307243,0.9826824097986824,1291.8667,0.0,10,0,2,17,9,11,11
12,False,True,18.0,True,300,29,16,0.027531012662696065,0.9826607027780567,6.7683,0.033907,12,2,4,19,11,12,12
12,False,True,18.0,True,300,29,14,0.02753701166321036,0.9826531454980523,6.0092,0.049559,12,2,4,19,11,12,12
12,True,False,,True,400,22,18,0.027065193368310217,0.9826505570804956,13.3514,0.001261,12,2,4,19,11,12,12
9,False,True,18.0,True,300,29,20,0.0275992424776781,0.9826498236860871,1.8157,0.403399,13,3,5,21,11,13,13
15,False,True,16.0,True,300,29,8,0.027460205324647123,0.9826384302060143,8.8448,0.012005,11,1,3,18,10,11,11
15,True,True,8.0,False,300,29,18,0.027223900444187463,0.9826376387384281,45594.682,0.0,11,1,3,18,10,11,11
9,False,True,4.0,True,400,29,20,0.027210049745678627,0.9826171201827624,0.6226,0.732499,13,3,5,21,11,13,13
18,True,True,16.0,True,400,36,10,0.027465513479754955,0.9825944995888557,6.7606,0.034038,10,0,2,17,9,11,11
9,True,True,4.0,False,400,29,12,0.027231708032935613,0.9825894367906305,2.6849,0.261204,13,3,5,21,11,13,13
12,False,True,16.0,True,300,29,18,0.027533703200762507,0.9825825912119444,18.1639,0.000114,12,2,4,19,11,12,12
12,True,False,,False,400,15,10,0.027126977440969757,0.9825712565036245,1.9333,0.38036,12,2,4,19,11,12,12
12,False,True,18.0,False,300,22,20,0.027625695510054823,0.9825412333546718,2.3286,0.312141,12,2,4,19,11,12,12
15,False,True,18.0,False,300,22,10,0.027597370343171137,0.9825394319994339,5.7168,0.057361,11,1,3,18,10,11,11
12,False,True,16.0,True,300,29,14,0.027580080950914833,0.982523866053225,3.3236,0.189796,12,2,4,19,11,12,12
18,True,True,16.0,True,300,36,14,0.027529722312991688,0.9825130233608199,173301.2755,0.0,10,0,2,17,9,11,11
18,False,True,8.0,True,400,29,12,0.027291730998894346,0.9825126009674203,19.2269,6.7e-05,10,0,2,17,9,11,11
9,False,True,16.0,True,400,29,14,0.027655909552484786,0.982503023393398,1.1226,0.57048,13,3,5,21,11,13,13
9,False,True,16.0,True,300,29,18,0.027656390303262633,0.9825024150779703,3.2615,0.195782,13,3,5,21,11,13,13
12,False,True,12.0,False,200,22,14,0.027492204810144617,0.9824858192479194,178.1575,0.0,12,2,4,19,11,12,12
9,False,True,16.0,True,400,29,16,0.02767173323761635,0.9824829954240079,2.1806,0.336115,13,3,5,21,11,13,13
12,False,True,18.0,False,300,22,16,0.027675053308676745,0.9824787917705282,4.1108,0.128039,12,2,4,19,11,12,12
12,False,True,12.0,True,400,29,16,0.027502220150985662,0.9824730561798575,53.5849,0.0,12,2,4,19,11,12,12
9,False,True,16.0,True,300,29,16,0.02768203404582147,0.9824699515797932,1.4302,0.489151,13,3,5,21,11,13,13
12,False,True,12.0,True,300,29,12,0.027510267927601452,0.9824627971123714,6.8453,0.032626,12,2,4,19,11,12,12
15,False,True,8.0,True,400,29,14,0.027360780543473552,0.9824626060430639,74.5993,0.0,11,1,3,18,10,11,11
9,False,True,18.0,True,300,29,18,0.027764036398581486,0.9824420107594913,4.7039,0.095181,13,3,5,21,11,13,13
12,False,True,16.0,False,200,22,12,0.027656189391398814,0.982427280658024,4.0479,0.13213,12,2,4,19,11,12,12
12,True,False,,True,400,22,20,0.027239798752471327,0.9824259824713815,6.1775,0.04556,12,2,4,19,11,12,12
9,False,True,16.0,True,200,29,14,0.02772625320212488,0.9824139020083265,2270.8939,0.0,13,3,5,21,11,13,13
21,True,False,,False,400,15,8,0.02717397280562898,0.982398907847616,10.337,0.005693,10,0,2,16,9,10,10
6,True,True,16.0,True,400,36,18,0.02776911157926536,0.9823975393434357,17.1836,0.000186,14,4,6,22,12,14,14
12,False,True,8.0,True,300,29,14,0.02744507801145484,0.9823930915702828,5.1125,0.077597,12,2,4,19,11,12,12
9,True,True,12.0,False,400,29,12,0.02763298031668739,0.9823815976518174,4.144,0.125932,13,3,5,21,11,13,13
9,False,True,18.0,True,400,29,18,0.027812803297720807,0.9823802761709924,0.254,0.880727,13,3,5,21,11,13,13
18,True,True,8.0,False,300,29,16,0.027396475824709852,0.9823781111765129,39382.0374,0.0,10,0,2,17,9,11,11
12,False,True,16.0,False,400,22,18,0.027699577186062353,0.9823721002716465,1.0219,0.599934,12,2,4,19,11,12,12
12,False,True,16.0,False,300,22,14,0.027707409974799226,0.9823621293514561,4.238,0.120149,12,2,4,19,11,12,12
9,False,True,12.0,True,200,29,18,0.02765116547223127,0.9823584008190274,3082.3324,0.0,13,3,5,21,11,13,13
9,False,True,18.0,True,200,29,14,0.02783121843265129,0.9823569360563299,2079.4594,0.0,13,3,5,21,11,13,13
18,True,True,18.0,True,400,36,10,0.02771979907624585,0.9823463526171503,11.8002,0.002739,10,0,2,17,9,11,11
6,True,True,16.0,False,400,29,20,0.02781091864643906,0.9823444975875948,3.7447,0.153761,14,4,6,22,12,14,14
6,True,True,16.0,True,400,36,14,0.027813331884447436,0.9823414334113563,18.1515,0.000114,14,4,6,22,12,14,14
9,False,True,18.0,True,300,29,14,0.027855636914088468,0.982325963224514,7.2884,0.026143,13,3,5,21,11,13,13
18,False,True,8.0,False,400,22,12,0.02743904897151284,0.9823233010489896,0.775,0.67876,10,0,2,17,9,11,11
9,False,True,8.0,True,300,29,20,0.027565703805387396,0.9823156562307748,125.0781,0.0,13,3,5,21,11,13,13
6,True,True,18.0,True,400,36,20,0.027901859530854518,0.9823055740187239,1.2479,0.535825,14,4,6,22,12,14,14
