EMA_Span,Derivadas,Rolling,Roll_Window,Squared,N_Features,Best_C,RMSE,R2,Jarque_Bera_Stat,Jarque_Bera_p,Lag_Top_Temp,Lag_Top_Pressure,Lag_Reflux_Flow,Lag_Flow_To_Next_Process,Lag_Temp_Sixth_Tray,Lag_Bottom_Temp_1,Lag_Bottom_Temp_2
21,False,True,4.0,True,29,20,0.034545727371787995,0.9716734741777155,13.5675,0.001132,10,0,2,16,9,10,10
6,True,True,14.0,True,36,8,0.035196101389746555,0.971600409078689,1.8575,0.395038,14,4,6,22,12,14,14
21,True,True,12.0,True,36,8,0.034975549408252656,0.9714681691568282,269.218,0.0,10,0,2,16,9,10,10
3,True,True,14.0,True,36,14,0.03540712988201443,0.9713825548310796,2.1225,0.346022,15,6,7,24,14,15,15
24,False,True,14.0,True,29,8,0.03507122244520162,0.9713745326485058,3.5871,0.166371,10,0,1,15,8,10,10
15,False,True,4.0,True,29,20,0.03489774747344191,0.9712186437976806,15.435,0.000445,11,1,3,18,10,11,11
3,True,True,14.0,False,29,14,0.03553014467238941,0.9711833585432516,2.596,0.27308,15,6,7,24,14,15,15
12,True,True,8.0,False,29,8,0.03525363438908456,0.9709489416433676,18.8769,8e-05,12,2,4,19,11,12,12
9,True,True,10.0,True,36,8,0.03544279121129729,0.9708910514202089,14.52,0.000703,13,3,5,21,11,13,13
15,False,True,18.0,False,22,8,0.03565283072903262,0.9708585606461104,5.9049,0.052213,11,1,3,18,10,11,11
9,True,True,10.0,False,29,8,0.035501965279638864,0.9707937716765487,22.0495,1.6e-05,13,3,5,21,11,13,13
6,True,False,,True,22,8,0.03524061993801428,0.970778433178223,16.269,0.000293,14,4,6,22,12,14,14
24,True,False,,False,15,8,0.034981046954460034,0.9707749880356097,163.5789,0.0,10,0,1,15,8,10,10
24,True,True,4.0,True,36,10,0.035089141043242185,0.9707129912987212,71.7763,0.0,10,0,1,15,8,10,10
9,False,True,16.0,False,22,8,0.035803826788769366,0.970674460289943,0.3073,0.857583,13,3,5,21,11,13,13
6,True,True,12.0,False,29,8,0.03582024994007987,0.9704580843445851,8.9588,0.01134,14,4,6,22,12,14,14
3,True,True,12.0,False,29,14,0.03591106231767106,0.9704348920349124,2.2656,0.322123,15,6,7,24,14,15,15
3,True,True,12.0,True,36,14,0.03602286029956459,0.9702505218583725,1.8522,0.396102,15,6,7,24,14,15,15
18,True,True,12.0,False,29,8,0.035787868052320884,0.9701927141193832,173.8659,0.0,10,0,2,17,9,11,11
24,True,False,,True,22,8,0.03536978695557624,0.9701218310559216,140.8851,0.0,10,0,1,15,8,10,10
15,True,True,8.0,False,29,8,0.03599959537119659,0.9696398906528606,90.5938,0.0,11,1,3,18,10,11,11
18,True,True,12.0,True,36,8,0.0361303406600987,0.9696195018463502,215.1573,0.0,10,0,2,17,9,11,11
6,True,True,12.0,True,36,8,0.036346406765520166,0.9695838392086228,4.861,0.087991,14,4,6,22,12,14,14
9,False,True,16.0,True,29,8,0.036474351668133766,0.9695657726280638,0.0675,0.966808,13,3,5,21,11,13,13
3,True,True,10.0,False,29,14,0.03649692272843893,0.969331401761473,2.6312,0.268314,15,6,7,24,14,15,15
9,False,True,18.0,True,29,8,0.0366973209737317,0.9693254437116294,0.0373,0.981519,13,3,5,21,11,13,13
24,True,True,14.0,True,36,8,0.036426010634638344,0.9691202341850308,235.7152,0.0,10,0,1,15,8,10,10
6,False,True,4.0,True,29,16,0.0363858657472018,0.9689848762640959,7.6612,0.021697,14,4,6,22,12,14,14
9,True,True,8.0,False,29,8,0.036689061242337034,0.968672627052097,16.1587,0.00031,13,3,5,21,11,13,13
21,True,True,10.0,False,29,8,0.03661440440887718,0.9685940423520236,189.8424,0.0,10,0,2,16,9,10,10
3,True,True,10.0,True,36,14,0.03717936662606462,0.9681737548173982,2.56,0.278032,15,6,7,24,14,15,15
21,True,True,10.0,True,36,8,0.03690397045420375,0.9680953282764194,261.5989,0.0,10,0,2,16,9,10,10
6,True,True,10.0,True,36,8,0.03724426542063782,0.9679256596989283,7.2354,0.026844,14,4,6,22,12,14,14
6,False,True,16.0,False,22,8,0.037671293779221314,0.9676055595414425,3.7899,0.150325,14,4,6,22,12,14,14
6,True,True,10.0,False,29,8,0.037553105898013,0.9673915143427286,8.0277,0.018064,14,4,6,22,12,14,14
12,False,True,18.0,False,22,8,0.03776502114900113,0.9673737933011246,0.8658,0.648619,12,2,4,19,11,12,12
3,False,True,6.0,False,22,18,0.03756532020119339,0.9672293961819672,11.7019,0.002877,15,6,7,24,14,15,15
27,False,True,4.0,True,29,20,0.03726218554686425,0.9669044203436865,75.6978,0.0,9,0,0,14,8,9,9
6,False,True,18.0,True,29,8,0.03826621859823051,0.9667186236142619,2.3547,0.308091,14,4,6,22,12,14,14
3,False,True,14.0,True,29,12,0.038186756766558104,0.9667129766150031,2.8471,0.240856,15,6,7,24,14,15,15
3,False,True,16.0,True,29,12,0.038298229087345315,0.9666629191955547,9.3784,0.009194,15,6,7,24,14,15,15
15,True,True,6.0,False,29,8,0.03766355029921247,0.9666221060442203,69.1659,0.0,11,1,3,18,10,11,11
18,True,True,10.0,True,36,8,0.0378689903843868,0.9664786408053413,198.8161,0.0,10,0,2,17,9,11,11
18,True,True,10.0,False,29,8,0.037876514079282504,0.9664653196404454,178.5303,0.0,10,0,2,17,9,11,11
3,False,True,12.0,False,22,12,0.038309896182202166,0.9663531110901722,3.8538,0.145601,15,6,7,24,14,15,15
9,False,True,4.0,True,29,18,0.03791916930974239,0.966241690892045,23.6301,7e-06,13,3,5,21,11,13,13
9,False,True,18.0,False,22,8,0.03851026157913631,0.9662197775248211,2.9738,0.22607,13,3,5,21,11,13,13
3,False,True,14.0,False,22,12,0.03849909033697195,0.9661662335332328,4.9431,0.084455,15,6,7,24,14,15,15
9,True,False,,False,15,6,0.037881760962740894,0.966160176964805,48.1081,0.0,13,3,5,21,11,13,13
3,True,True,8.0,False,29,16,0.03829021828541011,0.966098837478359,8.8713,0.011848,15,6,7,24,14,15,15
3,False,True,4.0,False,22,18,0.03812986317871474,0.9660897459218337,12.2304,0.002209,15,6,7,24,14,15,15
3,False,True,10.0,False,22,12,0.03858982525294813,0.9657131921134692,3.7373,0.154333,15,6,7,24,14,15,15
3,True,True,6.0,False,29,20,0.038549892613244034,0.9654890750965867,8.7769,0.01242,15,6,7,24,14,15,15
3,True,True,8.0,True,36,16,0.0386729463868972,0.9654177354477371,17.6762,0.000145,15,6,7,24,14,15,15
24,True,True,12.0,True,36,8,0.03849682790473337,0.9653579122379384,251.9578,0.0,10,0,1,15,8,10,10
12,True,False,,False,15,6,0.03824692199880531,0.9653537490983201,44.7456,0.0,12,2,4,19,11,12,12
6,False,True,18.0,False,22,8,0.039160725082033866,0.9651444747811073,3.2834,0.193648,14,4,6,22,12,14,14
27,True,True,12.0,True,36,8,0.03863197600179502,0.9650375435978211,269.7764,0.0,9,0,0,14,8,9,9
3,False,True,18.0,True,29,12,0.039341524796972206,0.9649724090274125,17.2583,0.000179,15,6,7,24,14,15,15
6,True,False,,False,15,6,0.03869655206114416,0.9647660803540081,10.4678,0.005333,14,4,6,22,12,14,14
3,True,True,4.0,False,29,10,0.038880223206095056,0.964741969510414,19.1142,7.1e-05,15,6,7,24,14,15,15
21,True,True,8.0,False,29,8,0.0387480040814912,0.9646723220491351,177.5533,0.0,10,0,2,16,9,10,10
3,False,True,8.0,False,22,12,0.03909369045179256,0.96466116352056,6.2522,0.043888,15,6,7,24,14,15,15
3,False,True,12.0,True,29,12,0.039262539425298164,0.9646589266718574,3.0481,0.217828,15,6,7,24,14,15,15
15,True,False,,False,15,6,0.03868126502004132,0.9644854785246615,103.8772,0.0,11,1,3,18,10,11,11
18,True,True,8.0,True,36,8,0.03932345572892234,0.9636950026898845,163.5178,0.0,10,0,2,17,9,11,11
3,False,True,10.0,True,29,12,0.039990670362363985,0.9631787270325767,4.2731,0.11806,15,6,7,24,14,15,15
3,False,True,8.0,True,29,12,0.040079109475884514,0.9628571663462177,6.0921,0.047546,15,6,7,24,14,15,15
18,True,True,8.0,False,29,8,0.03979914077343142,0.9628113469879088,153.8652,0.0,10,0,2,17,9,11,11
3,False,True,6.0,True,29,14,0.040026198823299636,0.9627952020669591,25.2607,3e-06,15,6,7,24,14,15,15
3,False,True,16.0,False,22,8,0.04050080924655389,0.9627181388779076,10.5719,0.005062,15,6,7,24,14,15,15
24,False,True,4.0,True,29,18,0.03964385064146941,0.9626163928247912,15.8262,0.000366,10,0,1,15,8,10,10
3,True,True,4.0,True,36,10,0.04012195368628595,0.9624539119273008,20.3687,3.8e-05,15,6,7,24,14,15,15
3,False,True,18.0,False,22,8,0.04095341831957846,0.9620433209033971,11.7433,0.002818,15,6,7,24,14,15,15
18,False,True,4.0,True,29,18,0.04044048566110953,0.9612656751145441,1.9158,0.383694,10,0,2,17,9,11,11
3,True,False,,True,22,8,0.041021096106453096,0.9605794559141018,35.0839,0.0,15,6,7,24,14,15,15
27,True,True,10.0,True,36,8,0.04104081819022553,0.9603677763860838,267.0485,0.0,9,0,0,14,8,9,9
24,True,True,10.0,True,36,8,0.04112790393202316,0.9602866787553012,228.9782,0.0,10,0,1,15,8,10,10
3,False,True,4.0,True,29,16,0.04208850916390082,0.9586831089098422,14.1147,0.000861,15,6,7,24,14,15,15
3,True,True,6.0,True,36,8,0.042216680556486655,0.9586116209294991,24.4412,5e-06,15,6,7,24,14,15,15
18,True,True,6.0,False,29,8,0.042278496894190186,0.9578491009824518,162.3319,0.0,10,0,2,17,9,11,11
3,True,False,,False,15,6,0.043539742251896406,0.9555900995017961,11.7284,0.002839,15,6,7,24,14,15,15
27,True,True,8.0,True,36,8,0.043519331780592474,0.9552409459209579,254.1315,0.0,9,0,0,14,8,9,9
24,True,True,8.0,True,36,8,0.043604348757398416,0.9551639470117359,206.3269,0.0,10,0,1,15,8,10,10
18,True,True,4.0,False,29,8,0.04377139723291346,0.9546221321646271,126.8315,0.0,10,0,2,17,9,11,11
24,True,True,6.0,False,29,8,0.0461680091461517,0.9495169529018188,149.7709,0.0,10,0,1,15,8,10,10
24,True,True,4.0,False,29,8,0.04753360404015182,0.9462558708350282,115.8492,0.0,10,0,1,15,8,10,10
6,False,False,,False,8,5,0.0517768525766925,0.9367822465443052,39.8193,0.0,14,4,6,22,12,14,14
9,False,False,,False,8,5,0.05287196847735592,0.9339356109759726,31.8389,0.0,13,3,5,21,11,13,13
3,False,False,,False,8,5,0.0533839978338148,0.9330908913326053,118.914,0.0,15,6,7,24,14,15,15
18,False,False,,False,8,5,0.054172457648097395,0.9300495647247484,52.7047,0.0,10,0,2,17,9,11,11
15,False,False,,False,8,5,0.05484617886104011,0.9284479150376279,83.0517,0.0,11,1,3,18,10,11,11
6,False,False,,True,15,6,0.05527897150748578,0.9279410925730102,39.7723,0.0,14,4,6,22,12,14,14
3,False,False,,True,15,6,0.055400453216219295,0.9279407577063319,136.0993,0.0,15,6,7,24,14,15,15
12,False,False,,False,8,5,0.055578582038898004,0.9266804897961387,94.7299,0.0,12,2,4,19,11,12,12
9,False,False,,True,15,6,0.057138901839942635,0.9228421279298971,32.4053,0.0,13,3,5,21,11,13,13
21,False,False,,False,8,6,0.05891581836099905,0.917100307445879,86.5025,0.0,10,0,2,16,9,10,10
27,False,False,,False,8,6,0.05956840721843241,0.9149671865265192,116.0386,0.0,9,0,0,14,8,9,9
18,False,False,,True,15,6,0.059854647546390555,0.9146056574096888,46.224,0.0,10,0,2,17,9,11,11
12,False,False,,True,15,6,0.06008275793231784,0.9143150891787541,73.4037,0.0,12,2,4,19,11,12,12
15,False,False,,True,15,6,0.060117302809958126,0.9140336441812987,63.0963,0.0,11,1,3,18,10,11,11
21,False,False,,True,15,6,0.06234130475076133,0.9071801492639037,74.9566,0.0,10,0,2,16,9,10,10
24,False,False,,False,8,6,0.06285878715851706,0.9054634377853479,40.7131,0.0,10,0,1,15,8,10,10
27,False,False,,True,15,6,0.06298686509177141,0.9049275773971619,96.6048,0.0,9,0,0,14,8,9,9
24,False,False,,True,15,6,0.06386182040362975,0.9024223399983067,50.3522,0.0,10,0,1,15,8,10,10
